Product category,Product sub category,Packaging material,Strength,Biodegradability score,CO2 emission score,Recyclability %,Weight Capacity (kg),CO2_Impact_Index,Cost_Efficiency_Index,Material_Suitability_Score,Strength_Encoded,Fragility,Product_Category_Encoded,Packaging_Material_Encoded
Electronics,VR Headset,ABS Plastic,high,0.03,0.94,0.13,0.0937625217042874,0.8178,0.0010688042752171,0.0016504854368932,3,1,29,0
Electronics,VR Headset,VCI Paper (Anti-Corrosion),medium,0.88,0.58,0.82,0.328035261119273,0.1044,0.00561122244488978,0.0279611650485437,2,1,29,107
Electronics,VR Headset,PET,medium,0.13,0.88,0.77,0.286363029250701,0.2024,0.0032064128256513,0.00980582524271845,2,1,29,61
Electronics,Game Console,Mushroom (Mycelium),medium,0.98,0.03,0.02,0.250033391211433,0.0294,0.0629258517034068,0.242718446601942,2,1,29,54
Electronics,Game Console,Bio-Polycarbonate,high,0,0.57,0.33,0.360090824095098,0.3819,0.00627922511690047,0.00553398058252427,3,1,29,10
Electronics,Game Console,Nylon (PA),high,0,0.86,0.27,0.827968478696407,0.6278,0.00948563794255177,0.00300970873786408,3,1,29,57
Electronics,Game Console,Polycarbonate (PC),high,0,0.9,0.2,0.622812875651129,0.72,0.00681362725450902,0.00213592233009709,3,1,29,75
Electronics,Game Console,Paperboard,medium,0.8,0.47,0.86,0.194203285695205,0.0658,0.00414161656646627,0.0335922330097087,2,1,29,70
Electronics,Game Console,Hempcrete Molded,medium,1,0,0,0.637371443835982,0,0.639144956579826,0.970873786407767,2,1,29,42
Electronics,Game Console,Double-Wall Corrugated,high,0.85,0.51,0.9,0.516228128756511,0.051,0.0100200400801603,0.0327184466019417,3,1,29,30
Electronics,Game Console,Corrugated Cardboard,high,0.87,0.39,0.87,0.398691064511821,0.0507,0.0100200400801603,0.0422330097087379,3,1,29,28
Electronics,Game Console,Recycled PET (rPET),medium,0.09,0.5,0.88,0.0782689995993055,0.06,0.00160320641282565,0.0184466019417476,2,1,29,85
Electronics,Game Console,Honeycomb Paperboard,high,0.91,0.33,0.99,0.0806731668224923,0.0033,0.00240480961923848,0.0542718446601942,3,1,29,43
Electronics,Game Console,ABS Plastic,high,0.03,0.91,0.15,0.408841992787498,0.7735,0.00440881763527054,0.00194174757281553,3,1,29,0
Electronics,Game Console,VCI Paper (Anti-Corrosion),medium,0.83,0.53,0.77,0.442233204220649,0.1219,0.00828323313293253,0.0287378640776699,2,1,29,107
Electronics,Game Console,PET,medium,0.17,0.87,0.72,0.660211032456258,0.2436,0.00748162992651971,0.00980582524271845,2,1,29,61
Electronics,Graphics Card,Mushroom (Mycelium),medium,1,0.02,0.01,0.737945772672633,0.0198,0.246626586506346,0.326893203883495,2,1,29,54
Electronics,Graphics Card,Bio-Polycarbonate,high,0.03,0.56,0.32,0.730065446774409,0.3808,0.0128256513026052,0.00592233009708738,3,1,29,10
Electronics,Graphics Card,Nylon (PA),high,0,0.85,0.28,0.355816749031655,0.612,0.00414161656646627,0.00320388349514563,3,1,29,57
Electronics,Graphics Card,Polycarbonate (PC),high,0.01,0.92,0.17,0.341792440229732,0.7636,0.00374081496325985,0.00184466019417476,3,1,29,75
Electronics,Graphics Card,Paperboard,medium,0.8,0.46,0.88,0.0404701482569788,0.0552,0.000935203740814963,0.0346601941747573,2,1,29,70
Electronics,Graphics Card,Hempcrete Molded,medium,1,0,0,0.175103512755443,0,0.176753507014028,0.970873786407767,2,1,29,42
Electronics,Graphics Card,Double-Wall Corrugated,high,0.83,0.48,0.93,0.473353813276346,0.0336,0.00975283901135605,0.0348543689320388,3,1,29,30
Electronics,Graphics Card,Corrugated Cardboard,high,0.82,0.42,0.92,0.649792974489115,0.0336,0.0150968603874416,0.0393203883495146,3,1,29,28
Electronics,Graphics Card,Recycled PET (rPET),medium,0.08,0.48,0.92,0.635100841458528,0.0384,0.0129592518370073,0.0198058252427184,2,1,29,85
Electronics,Graphics Card,Honeycomb Paperboard,high,0.88,0.35,1,0.0150928275677842,0,0.000400801603206413,0.0506796116504854,3,1,29,43
Electronics,Graphics Card,ABS Plastic,high,0,0.92,0.12,0.539334847068252,0.8096,0.00587842351369406,0.0012621359223301,3,1,29,0
Electronics,Graphics Card,VCI Paper (Anti-Corrosion),medium,0.86,0.55,0.83,0.944303459329504,0.0935,0.0168336673346693,0.0293203883495146,2,1,29,107
Electronics,Graphics Card,PET,medium,0.15,0.84,0.75,0.575397355416055,0.21,0.00681362725450902,0.0102912621359223,2,1,29,61
Audio Equipment,Headphones,Bio-PP,medium,0.03,0.74,0.5,0.128222251903299,0.37,0.00173680694722779,0.00689320388349515,2,0,4,9
Audio Equipment,Headphones,Nylon (PA),high,0.01,0.84,0.29,0.941632162414853,0.5964,0.0110888443553774,0.00339805825242718,3,0,4,57
Audio Equipment,Headphones,Molded Pulp,medium,0.97,0.22,0.92,0.651529317483638,0.0176,0.0284569138276553,0.0798058252427184,2,0,4,53
Audio Equipment,Headphones,Recycled Polypropylene (rPP),medium,0.04,0.45,0.86,0.0691865900894885,0.063,0.00160320641282565,0.0190291262135922,2,0,4,87
Audio Equipment,Headphones,Chrome-Plated Steel,high,0.03,0.87,0.88,0.0387338052624549,0.1044,0.000400801603206413,0.01,3,0,4,21
Audio Equipment,Headphones,Paperboard,medium,0.78,0.44,0.88,0.0709229330840123,0.0528,0.00160320641282565,0.0358252427184466,2,0,4,70
Audio Equipment,Headphones,Recycled Nylon (rNylon),high,0.01,0.38,0.78,0.0229731534660078,0.0836,0.000668002672010688,0.0197087378640777,3,0,4,84
Audio Equipment,Headphones,EVA Foam,medium,0,0.83,0.07,0.495926272205156,0.7719,0.00587842351369406,0.000776699029126214,2,0,4,32
Audio Equipment,Headphones,Recycled PET (rPET),medium,0.08,0.51,0.88,0.628956858554828,0.0612,0.0121576486305945,0.0179611650485437,2,0,4,85
Audio Equipment,Headphones,Kraft Paper,low,0.96,0.25,0.87,0.803526111927341,0.0325,0.0309953239812959,0.0683495145631068,1,0,4,45
Audio Equipment,Headphones,ABS Plastic,high,0,0.94,0.13,0.423400560972352,0.8178,0.00440881763527054,0.00135922330097087,3,0,4,0
Audio Equipment,Headphones,PET,medium,0.14,0.82,0.74,0.412581808468011,0.2132,0.00494321977287909,0.0102912621359223,2,0,4,61
Audio Equipment,Speakers,Bio-PP,medium,0.03,0.72,0.53,0.580472819553893,0.3384,0.00801603206412826,0.00747572815533981,2,0,4,9
Audio Equipment,Speakers,Nylon (PA),high,0.03,0.87,0.31,0.238413249632697,0.6003,0.00267201068804275,0.00378640776699029,3,0,4,57
Audio Equipment,Speakers,Molded Pulp,medium,1,0.26,0.98,0.754641378389208,0.0052,0.0280561122244489,0.0711650485436893,2,0,4,53
Audio Equipment,Speakers,Recycled Polypropylene (rPP),medium,0.02,0.47,0.82,0.534259382930413,0.0846,0.0112224448897796,0.0169902912621359,2,0,4,87
Audio Equipment,Speakers,Chrome-Plated Steel,high,0,0.82,0.92,0.297448911446507,0.0656,0.00360721442885772,0.0107766990291262,3,0,4,21
Audio Equipment,Speakers,Paperboard,medium,0.79,0.42,0.85,0.0105516228128757,0.063,0.000267201068804275,0.0369902912621359,2,0,4,70
Audio Equipment,Speakers,Recycled Nylon (rNylon),high,0,0.39,0.8,0.354748230265794,0.078,0.00895123580494322,0.0194174757281553,3,0,4,84
Audio Equipment,Speakers,EVA Foam,medium,0,0.86,0.13,0.95071457192467,0.7482,0.0109552438209753,0.00145631067961165,2,0,4,32
Audio Equipment,Speakers,Recycled PET (rPET),medium,0.09,0.48,0.93,0.0830773340456792,0.0336,0.00173680694722779,0.0201941747572816,2,0,4,85
Audio Equipment,Speakers,Kraft Paper,low,0.96,0.24,0.9,0.328569520502204,0.024,0.0132264529058116,0.0722330097087379,1,0,4,45
Audio Equipment,Speakers,ABS Plastic,high,0,0.95,0.15,0.946306932015494,0.8075,0.00988643954575818,0.00155339805825243,3,0,4,0
Audio Equipment,Speakers,PET,medium,0.12,0.88,0.76,0.931080539601977,0.2112,0.0104208416833667,0.00961165048543689,2,0,4,61
Audio Equipment,Earphones,Bio-PP,medium,0.03,0.78,0.52,0.54948577534393,0.3744,0.00694722778891116,0.00679611650485437,2,0,4,9
Audio Equipment,Earphones,Nylon (PA),high,0.01,0.84,0.33,0.545879524509149,0.5628,0.00641282565130261,0.00388349514563107,3,0,4,57
Audio Equipment,Earphones,Molded Pulp,medium,0.97,0.23,0.98,0.142780820088153,0.0046,0.00601202404809619,0.0788349514563107,2,0,4,53
Audio Equipment,Earphones,Recycled Polypropylene (rPP),medium,0.03,0.43,0.85,0.866969413650327,0.0645,0.0197728790915164,0.0194174757281553,2,0,4,87
Audio Equipment,Earphones,Chrome-Plated Steel,high,0.02,0.88,0.92,0.700948310404702,0.0704,0.00788243152972612,0.0102912621359223,3,0,4,21
Audio Equipment,Earphones,Paperboard,medium,0.78,0.42,0.83,0.891946039802324,0.0714,0.0208416833667335,0.0363106796116505,2,0,4,70
Audio Equipment,Earphones,Recycled Nylon (rNylon),high,0,0.41,0.81,0.0845465473487378,0.0779,0.00200400801603206,0.0187378640776699,3,0,4,84
Audio Equipment,Earphones,EVA Foam,medium,0,0.85,0.07,0.88045946306932,0.7905,0.0102872411489646,0.000776699029126214,2,0,4,32
Audio Equipment,Earphones,Recycled PET (rPET),medium,0.07,0.53,0.93,0.986109256043809,0.0371,0.0183032732130929,0.0179611650485437,2,0,4,85
Audio Equipment,Earphones,Kraft Paper,low,0.95,0.25,0.92,0.708160812074262,0.02,0.0272545090180361,0.0698058252427184,1,0,4,45
Audio Equipment,Earphones,ABS Plastic,high,0,0.95,0.15,0.558301055162281,0.8075,0.00587842351369406,0.00155339805825243,3,0,4,0
Audio Equipment,Earphones,PET,medium,0.14,0.83,0.73,0.330172298650995,0.2241,0.00400801603206413,0.0100970873786408,2,0,4,61
Audio Equipment,Microphones,Bio-PP,medium,0.07,0.74,0.51,0.0110858821958061,0.3626,0.000133600534402138,0.00747572815533981,2,1,4,9
Audio Equipment,Microphones,Nylon (PA),high,0,0.87,0.28,0.741017764124483,0.6264,0.00841683366733467,0.00310679611650485,3,1,4,57
Audio Equipment,Microphones,Molded Pulp,medium,0.99,0.28,0.92,0.744223320422065,0.0224,0.0257849031396126,0.0639805825242718,2,1,4,53
Audio Equipment,Microphones,Recycled Polypropylene (rPP),medium,0.04,0.46,0.85,0.962334713503406,0.069,0.0205744822979292,0.0183495145631068,2,1,4,87
Audio Equipment,Microphones,Chrome-Plated Steel,high,0.03,0.85,0.87,0.0826766395084814,0.1105,0.000935203740814963,0.0101941747572816,3,1,4,21
Audio Equipment,Microphones,Paperboard,medium,0.77,0.47,0.86,0.963403232269267,0.0658,0.0201736806947228,0.0330097087378641,2,1,4,70
Audio Equipment,Microphones,Recycled Nylon (rNylon),high,0,0.41,0.81,0.0428743154801656,0.0779,0.0010688042752171,0.0187378640776699,3,1,4,84
Audio Equipment,Microphones,EVA Foam,medium,0.01,0.86,0.11,0.993054628021905,0.7654,0.0114896459585838,0.00135922330097087,2,1,4,32
Audio Equipment,Microphones,Recycled PET (rPET),medium,0.11,0.5,0.89,0.695472151729665,0.055,0.013627254509018,0.0190291262135922,2,1,4,85
Audio Equipment,Microphones,Kraft Paper,low,0.92,0.23,0.93,0.629357553092026,0.0161,0.0263193052772211,0.0748543689320388,1,1,4,45
Audio Equipment,Microphones,ABS Plastic,high,0.02,0.97,0.18,0.995993054628022,0.7954,0.0101536406145625,0.00194174757281553,3,1,4,0
Audio Equipment,Microphones,PET,medium,0.17,0.87,0.74,0.901295579003606,0.2262,0.0102872411489646,0.01,2,1,4,61
Audio Equipment,Soundbars,Bio-PP,medium,0.02,0.74,0.5,0.958862027514358,0.37,0.0128256513026052,0.00669902912621359,2,0,4,9
Audio Equipment,Soundbars,Nylon (PA),high,0.02,0.85,0.3,0.335514892480299,0.595,0.00387441549766199,0.00359223300970874,3,0,4,57
Audio Equipment,Soundbars,Molded Pulp,medium,0.96,0.25,0.95,0.463603579537866,0.0125,0.0179024716098864,0.0713592233009709,2,0,4,53
Audio Equipment,Soundbars,Recycled Polypropylene (rPP),medium,0.03,0.45,0.83,0.26579404300788,0.0765,0.00587842351369406,0.0181553398058252,2,0,4,87
Audio Equipment,Soundbars,Chrome-Plated Steel,high,0.01,0.82,0.9,0.986376385735275,0.082,0.0118904475617902,0.0106796116504854,3,0,4,21
Audio Equipment,Soundbars,Paperboard,medium,0.82,0.48,0.82,0.279551222118339,0.0864,0.00574482297929192,0.0325242718446602,2,0,4,70
Audio Equipment,Soundbars,Recycled Nylon (rNylon),high,0.01,0.4,0.81,0.684786964071057,0.076,0.0167000668002672,0.0194174757281553,3,0,4,84
Audio Equipment,Soundbars,EVA Foam,medium,0.01,0.85,0.12,0.0759983972218512,0.748,0.000935203740814963,0.00145631067961165,2,0,4,32
Audio Equipment,Soundbars,Recycled PET (rPET),medium,0.12,0.48,0.89,0.725791371710966,0.0528,0.0148296593186373,0.02,2,0,4,85
Audio Equipment,Soundbars,Kraft Paper,low,0.98,0.22,0.88,0.0825430746627488,0.0264,0.00360721442885772,0.0785436893203883,1,0,4,45
